Tweet_id,User_name,Screen_name,Tweet_text,Language,Hashtags,Created_at,Search_keyword
1861395308799820150,Lang,Tesla___fan,"Cybertruck FSD v12.5.5.3 Incoming!

Thanks for pushing out a new date @Tesla_AI, we have a holiday trip coming up shortly so this is most welcome 🙏 https://t.co/na5uIhtcoR",en,[],2024-11-26 13:03:19+00:00,Cybertruck FSD
1813937003676959102,DogeDesigner,cb_doge,"Elon Musk has just confirmed that FSD for the Cybertruck will be released with v12.5

 https://t.co/cNLSLUZk1n",en,[],2024-07-18 14:00:57+00:00,Cybertruck FSD
1860028251273593198,Greggertruck,greggertruck,"Bummer, @Cybertruck FSD doesn’t work with the tailgate down now.
FSD V12.5.5.2 | Veh. 2024.33.15 https://t.co/j1KyakpziM",en,[],2024-11-22 18:31:07+00:00,Cybertruck FSD
1860509027085508777,Dare W,darewecan,Install complete!  FSD is here for Cybertruck Canada!! https://t.co/nXMnxnVVxr,en,[],2024-11-24 02:21:33+00:00,Cybertruck FSD
1860793453602328606,Lamar MK,LamarMK,"FSD on the Cybertruck still tries to CRASH itself! 🤦‍♂️

Just installed and tested the new Cybertruck FSD update—haven’t noticed any major changes. This is the 2nd or 3rd update since FSD was released on the Cybertruck, and it still tries to crash at the same spot I’ve been https://t.co/rt5afcxeAV",en,[],2024-11-24 21:11:45+00:00,Cybertruck FSD
1840594137034465628,TheSonOfWalkley,TheSonOfWalkley,"BREAKING: FIRST VIDEO OF $TSLA FSD V12.5.5 ON CYBERTRUCK 👀

This is the *ultimate vehicle* ! https://t.co/yTGuPp7RIk",en,[],2024-09-30 03:26:53+00:00,Cybertruck FSD
1861926189247443208,Lior,liorsela,Cybertruck is home and getting FSD 🤩 https://t.co/2uh2aswCxF,en,[],2024-11-28 00:12:51+00:00,Cybertruck FSD
1840624092719763897,Dirty Tesla,DirtyTesLa,"Here's the only mistake I saw FSD make so far in Cybertruck, but I did see it two separate times - making too sharp of a left turn. 

Full video: https://t.co/Haw2AVVe1b https://t.co/O9sZkNsHZH",en,[],2024-09-30 05:25:55+00:00,Cybertruck FSD
1841111295346589877,Nic Cruz Patane,niccruzpatane,"I don’t think people really realize how much effort went into enabling FSD in Cybertruck. Steer-by-wire, 4-wheel steering, its huge dimensions all played a factor.

Tesla now has a fully self driving pickup truck (first in the world) collecting data from thousands of owners. https://t.co/ndiVsq4H6O",en,[],2024-10-01 13:41:53+00:00,Cybertruck FSD
1840791474155508187,Whole Mars Catalog,WholeMarsBlog,"First test of the end to end highway stack for FSD on Cybertruck!

Watch in 4K: https://t.co/oZ7ZCPsMZL https://t.co/wEQkoIWzO5",en,[],2024-09-30 16:31:02+00:00,Cybertruck FSD
1860529238321094792,TesAli,alifarhat6_ali,Optimus celebrating FSD Cybertruck in Canada with Cyberbeer. Who’s in? https://t.co/KCLXpwrHE2,en,[],2024-11-24 03:41:52+00:00,Cybertruck FSD
1790630620978381261,Tsla Chan,Tslachan,BREAKING: FSD in Tesla Cybertruck applies from v12.5. https://t.co/6nz3VuQoR1,en,[],2024-05-15 06:29:43+00:00,Cybertruck FSD
1840605988757623028,Zack,BLKMDL3,"Cybertruck FSD takes on Rodeo Drive. 

Impressive behavior even with tight streets and turns. https://t.co/G0wTK7EFZq",en,[],2024-09-30 04:13:59+00:00,Cybertruck FSD
1840567218112798895,Nic Cruz Patane,niccruzpatane,"FSD FOR CYBERTRUCK IS HERE!! 🔥🔥

Amazing work by the @Tesla_AI team. September complete! https://t.co/sCfwh4qbBe",en,[],2024-09-30 01:39:55+00:00,Cybertruck FSD
1861117055224660033,Doctor Jack,DoctorJack16,"The Cybertruck might interfere with FSD progression. 🤔

Ever since taking delivery of my Tesla Cybertruck, I find myself using FSD much less often compared to when I had the Model S.

The Cybertruck is so fun to drive so I prefer driving over letting FSD drive me.😂 https://t.co/Lm0uMwi9tG",en,[],2024-11-25 18:37:38+00:00,Cybertruck FSD
1840617011958952421,Zack,BLKMDL3,"Cybertruck FSD End to End on the highway is super smooth but still slightly slow as expected for the first release, using automax here. 

Came in quick to the on-ramp but quick decision making with lane changes and braking. 
@WholeMarsBlog https://t.co/3dR7ehCw7v",en,[],2024-09-30 04:57:47+00:00,Cybertruck FSD
1841144315084751261,Chuck Cook,chazman,"With @Cybertruck FSD(S) v12.5.5 going wide yesterday, and many @Tesla truck owners getting FSD Supervised for the very first time, I put some Safety thoughts together to consider.  Supervise safely :) @Tesla_AI https://t.co/XFVK9qXI5w",en,[],2024-10-01 15:53:06+00:00,Cybertruck FSD
1861992019318526413,Nic Cruz Patane,niccruzpatane,"Cybertruck FSD is amazing!

End-to-end highway is next level. https://t.co/p4DZML92zn",en,[],2024-11-28 04:34:26+00:00,Cybertruck FSD
1840637362704945391,Zack,BLKMDL3,"Really good turn from @WholeMarsBlog Cybertruck FSD on a tight turn onto a narrow street with cars parked on either side and an oncoming car. Handled it perfectly. 

CyberFSD 12.5.5 (2024.32.20) https://t.co/edkw9DSBkE",en,[],2024-09-30 06:18:39+00:00,Cybertruck FSD
